,Artifical Data,label
751,-36.88509673357911,0
752,-36.27081379219585,0
753,-35.80564760844791,0
754,-34.565839969798674,0
755,-32.36956838275637,0
756,-30.701030599025636,0
757,-28.13422086410832,0
758,-26.2009063832714,0
759,-25.318050052306617,0
760,-25.84075611964601,0
761,-27.128836605046953,0
762,-29.635772871403738,0
763,-31.642971707683458,0
764,-32.7259386215783,0
765,-32.51092294424505,0
766,-31.953317892206936,0
767,-31.48426348365432,0
768,-28.67161270014859,0
769,-25.753696644066775,0
770,-24.370410904184464,0
771,-26.685132387873992,0
772,-30.933131130797616,0
773,-32.02003268010935,0
774,-28.82526821782762,0
775,-23.64603384613791,0
776,-50.0,1
777,-18.401632280664057,0
778,-16.057561766566145,0
779,-14.387630849767676,0
780,-13.059232483135924,0
781,-11.423368410657686,0
782,-8.167626331730494,0
783,-5.5805238242083455,0
784,-3.9466631131360153,0
785,-1.611214743133306,0
786,-70.0,1
787,0.24302512870861492,0
788,-1.3417546929138287,0
789,-3.6370154825114307,0
790,-5.038452325102645,0
791,-5.2942724013449975,0
792,-5.635137170793773,0
793,-5.967682226902209,0
794,-4.70872490362154,0
795,-2.9280913029686806,0
796,-2.5862433052643534,0
797,-3.3378076486852053,0
798,-5.895611942795169,0
799,-9.112612543882989,0
800,-11.22986384505952,0
801,-13.008035847264747,0
802,-14.8065234157302,0
803,-15.217480336709631,0
804,-14.769073418726848,0
805,-12.542911217635734,0
806,-9.693428965946072,0
807,-8.884333226286937,0
808,-10.77867285344083,0
809,-12.883780814166162,0
810,50.0,1
811,-11.51305654623208,0
812,-8.93300006080724,0
813,-6.5147355846954245,0
814,-6.691094453227486,0
815,-7.936062508126515,0
816,-8.970660022744243,0
817,-8.518186268772101,0
818,-7.546533409709126,0
819,-5.953898644587804,0
820,-4.369675260155453,0
821,-3.7091056159701727,0
822,-4.014742753613737,0
823,-4.253254681403323,0
824,-3.526563574357907,0
825,-0.24973485973861598,0
826,4.56616555154366,0
827,7.786132143577773,0
828,8.596433271403246,0
829,8.192819981187775,0
830,7.954609967494645,0
831,7.743895970349823,0
832,5.904134081556371,0
833,2.1456794263465127,0
834,-0.10238449641642333,0
835,0.33280531854888595,0
836,1.8523817469118513,0
837,3.859400118624247,0
838,5.755739033359323,0
839,7.341611802094686,0
840,7.681464977541312,0
841,7.576231823295453,0
842,8.555814537656152,0
843,11.34789617921332,0
844,15.41737018453001,0
845,19.385923490371265,0
846,21.10947855268412,0
847,20.432050203709895,0
848,19.399323256527026,0
849,20.468566200965867,0
850,22.80072914338825,0
851,25.13312026361279,0
852,26.51084201101842,0
853,24.461002856802615,0
854,19.33798382299588,0
855,15.19180120304687,0
856,0.0,1
857,13.758079240865783,0
858,13.525977225884404,0
859,11.516880578097414,0
860,8.068325421498926,0
861,4.772836895156917,0
862,3.343797360558629,0
863,2.8979201330233146,0
864,2.2371771771674553,0
865,2.063285948585844,0
866,2.829263524524526,0
867,2.8512020851287105,0
868,3.5152227824269358,0
869,4.802889109254372,0
870,5.4198814543099685,0
871,4.54806375267277,0
872,2.4639622289430427,0
873,1.5626436959504546,0
874,50.0,1
875,1.0274823863547917,0
876,1.2503514391027366,0
877,0.4504932493087499,0
878,-0.3721033296558447,0
879,-1.677236000958609,0
880,-4.168336216699607,0
881,-6.951210610492428,0
882,-9.036011479897175,0
883,-8.342116215276723,0
884,-7.6153903605104,0
885,-8.089685341729108,0
886,-8.463475563643758,0
887,-5.97097083690041,0
888,-1.8026065797625686,0
